name,country,region,continent
Токио,Япония,Токийская префектура,Азия
Найроби,Кения,Найроби (провинция/округ),Африка
Mumbai,Italy,Buenos Aires Province,North America
Los Angeles,Indonesia,Victoria,North America
Sydney,Bangladesh,Illinois,Africa
Bogotá,Canada,Île-de-France,Africa
Mexico City,Nigeria,Bangkok Metropolitan Region,North America
Bangkok,Philippines,Giza,South America
Beijing,Brazil,Nairobi County,Europe
Rio de Janeiro,Cuba,Sindh,Oceania
Taipei,South Africa,Riyadh Province,Africa
Johannesburg,Kenya,Delhi,South America
Istanbul,Bangladesh,Distrito Federal,Africa
New York,Spain,Seoul Capital Area,Asia
Paris,Nepal,Victoria,Oceania
Moscow,Brazil,Cundinamarca,South America
Hong Kong,South Africa,Moscow Oblast,North America
Tokyo,UK,Cundinamarca,Africa
Manila,Bangladesh,Catalonia,Europe
Kathmandu,Kenya,Bavaria,Asia
Lima,Italy,Victoria,Europe
Kabul,Argentina,Central Anatolia,Asia
Dhaka,South Africa,Sindh,Asia
Lima,Canada,Kabul Province,Asia
Buenos Aires,Brazil,Gauteng,North America
Shanghai,India,Victoria,South America
Johannesburg,Canada,Baghdad Governorate,South America
Bangalore,UAE,Central Anatolia,South America
London,Argentina,Dubai Emirate,North America
Mexico City,Canada,Lagos State,Oceania
Mexico City,Germany,Central Anatolia,Africa
Berlin,Australia,Lombardy,Europe
Dhaka,USA,Singapore,Europe
Hong Kong,Germany,New South Wales,North America
Sydney,UAE,Karnataka,Asia
Seoul,Argentina,Lagos State,Oceania
Rome,Egypt,Seoul Capital Area,Europe
Seoul,Japan,La Habana,Oceania
Dubai,Thailand,Baghdad Governorate,North America
Karachi,Nepal,Tehran Province,South America
Casablanca,Kenya,England,Oceania
Berlin,France,Buenos Aires Province,Africa
Taipei,Iraq,Giza,Asia
Ankara,Italy,Taiwan Province,South America
Havana,Spain,Marmara Region,North America
Berlin,Colombia,Delhi,South America
Karachi,India,Lima Province,Asia
Hong Kong,Mexico,Sindh,Africa
Kuala Lumpur,Turkey,La Habana,Europe
Baghdad,Turkey,California,South America
Casablanca,Malaysia,Catalonia,North America
Cairo,Iraq,New South Wales,North America
New York,Germany,Bagmati Province,Africa
Rome,Turkey,Tokyo Prefecture,Oceania
Casablanca,Pakistan,Maharashtra,Asia
Sydney,Japan,Lombardy,North America
Cape Town,Germany,Catalonia,North America
Kuala Lumpur,South Africa,Seoul Capital Area,Europe
Istanbul,Bangladesh,Gauteng,South America
Paris,Saudi Arabia,Moscow Oblast,Asia
Karachi,Australia,Dubai Emirate,Europe
Cairo,Cuba,Lagos State,North America
Bangkok,USA,Bangkok Metropolitan Region,Africa
Tehran,Chile,Delhi,Asia
Lagos,Singapore,Hong Kong SAR,Oceania
Berlin,Germany,São Paulo State,Europe
Toronto,Australia,Cundinamarca,Europe
Madrid,Pakistan,Bangkok Metropolitan Region,Africa
Riyadh,Spain,Distrito Federal,Europe
Madrid,Nigeria,Bangkok Metropolitan Region,South America
New York,UAE,Dhaka Division,North America
Mumbai,Peru,New South Wales,North America
Jakarta,Bangladesh,Metro Manila,Europe
New York,Philippines,Catalonia,Oceania
Paris,France,New York State,North America
Ankara,Egypt,Victoria,Asia
Dhaka,Mexico,Seoul Capital Area,Oceania
Toronto,China,Marmara Region,Oceania
Shanghai,Colombia,Maharashtra,South America
London,Pakistan,Lima Province,North America
Mexico City,Pakistan,Lima Province,Oceania
Lagos,Singapore,Victoria,North America
Bangkok,China,Dhaka Division,Europe
Istanbul,Singapore,Santiago Metro,Oceania
Rome,Nigeria,Shanghai Municipality,North America
Rome,Hong Kong,Lagos State,South America
Santiago,Bangladesh,England,Africa
Mexico City,Pakistan,Île-de-France,Africa
Kabul,Philippines,Karnataka,South America
Cape Town,Taiwan,Lombardy,Europe
Taipei,Peru,Lima Province,Asia
Baghdad,South Africa,Bavaria,Europe
Dhaka,Thailand,La Habana,Africa
Johannesburg,Australia,Lombardy,Asia
Berlin,Brazil,Illinois,Asia
New York,Turkey,New South Wales,North America
Jakarta,UAE,Maharashtra,Asia
Paris,UK,Bagmati Province,Asia
Toronto,Indonesia,Cundinamarca,North America
Moscow,Iraq,Riyadh Province,Oceania
Ankara,Turkey,Western Cape,Oceania
Shanghai,Malaysia,Singapore,Asia
Moscow,Japan,Western Cape,Oceania
Jakarta,South Korea,Buenos Aires Province,Asia
Santiago,Nepal,Central Anatolia,South America
Kathmandu,USA,Dhaka Division,Europe
Manila,Turkey,Maharashtra,North America
Taipei,Italy,Central Anatolia,Asia
Dhaka,Spain,Hong Kong SAR,Europe
Baghdad,Japan,Bavaria,Asia
Madrid,Chile,New York State,Asia
Casablanca,Hong Kong,Nairobi County,North America
Los Angeles,Mexico,Riyadh Province,Asia
New York,India,Taiwan Province,Asia
Manila,Iran,Victoria,South America
Mumbai,Iraq,Dubai Emirate,South America
Nairobi,USA,Taiwan Province,Europe
Bogotá,Singapore,Sindh,Oceania
Casablanca,Russia,Tokyo Prefecture,South America
Baghdad,UK,Moscow Oblast,Europe
